datetime,symbol,open,high,low,close,volume
2026-04-24,CRO/USDT,0.06972,0.07013,0.06916,0.06928,2922017.974556
2026-04-25,CRO/USDT,0.06927,0.07058,0.06923,0.06997,8418432.951358
2026-04-26,CRO/USDT,0.06997,0.07073,0.06963,0.07027,3872703.315754
2026-04-27,CRO/USDT,0.0702,0.07094,0.06907,0.06972,7197624.913292
2026-04-28,CRO/USDT,0.06971,0.06979,0.06893,0.06908,3023327.193162
2026-04-29,CRO/USDT,0.06908,0.06968,0.0674,0.06847,6561782.912256
2026-04-30,CRO/USDT,0.06848,0.06875,0.06775,0.06849,4677262.469991
2026-05-01,CRO/USDT,0.06852,0.06938,0.06807,0.06871,5545327.567862
2026-05-02,CRO/USDT,0.06871,0.06874,0.06816,0.06838,2559649.774902
2026-05-03,CRO/USDT,0.06839,0.06851,0.06779,0.06806,3291844.649807
2026-05-04,CRO/USDT,0.06802,0.06942,0.06786,0.06859,6410334.72087
2026-05-05,CRO/USDT,0.06865,0.0712,0.06855,0.06995,8913546.281901
2026-05-06,CRO/USDT,0.06998,0.07217,0.06998,0.0709,8906752.908133
2026-05-07,CRO/USDT,0.07096,0.07103,0.0693,0.06946,6738729.651353
2026-05-08,CRO/USDT,0.0695,0.07171,0.06854,0.07171,16928350.634332
2026-05-09,CRO/USDT,0.07171,0.07256,0.07021,0.07083,9556982.586302
2026-05-10,CRO/USDT,0.07082,0.07599,0.07049,0.07597,21629335.237128
2026-05-11,CRO/USDT,0.07592,0.08162,0.07328,0.07749,51914176.759166
2026-05-12,CRO/USDT,0.07747,0.0834,0.07672,0.07834,54188063.881373
2026-05-13,CRO/USDT,0.0783,0.08058,0.07464,0.07505,23519357.995058
2026-05-14,CRO/USDT,0.07505,0.07656,0.07256,0.07601,16546244.088471
2026-05-15,CRO/USDT,0.07606,0.07834,0.07205,0.07295,17463080.561184
2026-05-16,CRO/USDT,0.07294,0.07337,0.07017,0.07077,9765415.54552
2026-05-17,CRO/USDT,0.07084,0.07205,0.06894,0.06965,7353497.242461
2026-05-18,CRO/USDT,0.06969,0.07016,0.06839,0.0699,9459880.392587
2026-05-19,CRO/USDT,0.07005,0.07039,0.06773,0.06843,17721026.05176
2026-05-20,CRO/USDT,0.06833,0.06987,0.06784,0.06894,8403422.653181
2026-05-21,CRO/USDT,0.06903,0.06995,0.06855,0.06973,4146013.547997
2026-05-22,CRO/USDT,0.06976,0.07019,0.06767,0.06792,9336584.757231
2026-05-23,CRO/USDT,0.06789,0.06923,0.06682,0.06881,7474267.107645
