datetime,symbol,open,high,low,close,volume
2026-04-24,BTC/USDT,78250.5,78571.4,77260.8,77413.5,6395.30111603
2026-04-25,BTC/USDT,77413.5,77880.0,77129.5,77619.5,2485.45525089
2026-04-26,BTC/USDT,77619.5,78938.6,77322.2,78649.0,3134.91980834
2026-04-27,BTC/USDT,78649.3,79488.0,76450.0,77371.2,6133.05420139
2026-04-28,BTC/USDT,77371.3,77494.5,75660.1,76342.2,4250.23419337
2026-04-29,BTC/USDT,76342.2,77891.7,74943.7,75784.4,6258.06304815
2026-04-30,BTC/USDT,75784.4,76660.0,75319.7,76344.9,7176.79413168
2026-05-01,BTC/USDT,76344.9,78919.7,76324.5,78234.4,12909.03343591
2026-05-02,BTC/USDT,78234.4,79198.6,78034.5,78693.0,2098.70623272
2026-05-03,BTC/USDT,78693.0,79449.3,78061.9,78577.0,2910.16197198
2026-05-04,BTC/USDT,78577.0,80777.5,78205.0,79865.0,10545.52456647
2026-05-05,BTC/USDT,79865.0,81795.3,79801.1,80911.3,6821.63500804
2026-05-06,BTC/USDT,80911.0,82842.0,80722.8,81440.3,6703.12288755
2026-05-07,BTC/USDT,81440.3,81705.5,79501.0,80018.2,4973.37942551
2026-05-08,BTC/USDT,80018.2,80513.2,79164.5,80196.5,4682.83299569
2026-05-09,BTC/USDT,80196.5,81074.5,80128.6,80675.7,1926.99441458
2026-05-10,BTC/USDT,80675.7,82473.6,80280.1,82213.9,2973.69008403
2026-05-11,BTC/USDT,82213.9,82384.5,80460.3,81741.4,4651.8099788
2026-05-12,BTC/USDT,81741.4,81790.1,79839.9,80492.9,11599.69172554
2026-05-13,BTC/USDT,80492.9,81324.6,78760.1,79320.5,5937.32849022
2026-05-14,BTC/USDT,79320.5,82048.1,78906.4,81084.9,7975.39472897
2026-05-15,BTC/USDT,81085.0,81667.7,78650.0,79116.6,6742.71107026
2026-05-16,BTC/USDT,79116.9,79232.1,77656.0,78140.2,4622.09356832
2026-05-17,BTC/USDT,78140.2,78605.4,76700.6,77455.5,4000.37063884
2026-05-18,BTC/USDT,77453.8,77800.0,76053.0,77007.5,11568.51209827
2026-05-19,BTC/USDT,77007.5,77410.9,76151.0,76838.0,8179.10028197
2026-05-20,BTC/USDT,76838.0,77853.0,76515.5,77550.3,4459.04043397
2026-05-21,BTC/USDT,77550.3,78200.0,76734.5,77619.7,6307.28613577
2026-05-22,BTC/USDT,77619.7,77900.0,75359.8,75542.2,9258.59426754
2026-05-23,BTC/USDT,75542.3,75696.0,74258.6,75480.3,3606.90533881
