datetime,symbol,open,high,low,close,volume
2026-04-24,CC/USDT,0.1503,0.15422,0.14929,0.15205,5269769.91
2026-04-25,CC/USDT,0.15195,0.15429,0.15125,0.1517,2445069.17
2026-04-26,CC/USDT,0.15172,0.15185,0.1491,0.15059,2479392.54
2026-04-27,CC/USDT,0.15035,0.15193,0.14705,0.14761,4378160.68
2026-04-28,CC/USDT,0.1476,0.15028,0.1473,0.14901,2440436.56
2026-04-29,CC/USDT,0.14905,0.15426,0.14815,0.15134,6446567.7
2026-04-30,CC/USDT,0.15125,0.15386,0.14911,0.15015,3823390.78
2026-05-01,CC/USDT,0.15026,0.15122,0.14761,0.14975,2028944.11
2026-05-02,CC/USDT,0.1496,0.15174,0.1477,0.14805,5489007.53
2026-05-03,CC/USDT,0.148,0.15005,0.14761,0.14774,1962454.54
2026-05-04,CC/USDT,0.14781,0.14935,0.14533,0.14803,3613001.81
2026-05-05,CC/USDT,0.14798,0.15083,0.147,0.14733,5155008.62
2026-05-06,CC/USDT,0.1474,0.14871,0.14542,0.14679,4911728.45
2026-05-07,CC/USDT,0.14675,0.1485,0.14421,0.14519,2914654.97
2026-05-08,CC/USDT,0.14524,0.1485,0.14424,0.14687,2860090.72
2026-05-09,CC/USDT,0.14693,0.16062,0.14693,0.15667,9775474.48
2026-05-10,CC/USDT,0.15661,0.16021,0.1515,0.15603,5758854.18
2026-05-11,CC/USDT,0.15593,0.16674,0.15252,0.163,7806258.76
2026-05-12,CC/USDT,0.1633,0.16481,0.15155,0.1525,3370347.79
2026-05-13,CC/USDT,0.1525,0.15763,0.15182,0.15544,5419784.84
2026-05-14,CC/USDT,0.15547,0.17114,0.15547,0.16391,14910700.45
2026-05-15,CC/USDT,0.16401,0.17081,0.15468,0.15774,7945359.82
2026-05-16,CC/USDT,0.15771,0.15989,0.14303,0.1541,13383519.69
2026-05-17,CC/USDT,0.1541,0.15739,0.15122,0.15465,7849475.53
2026-05-18,CC/USDT,0.15452,0.15658,0.149,0.14935,3811206.39
2026-05-19,CC/USDT,0.14938,0.15235,0.1475,0.14835,2715428.22
2026-05-20,CC/USDT,0.14839,0.15748,0.14765,0.15501,3402305.43
2026-05-21,CC/USDT,0.15494,0.16633,0.15275,0.15718,6036533.99
2026-05-22,CC/USDT,0.15718,0.15876,0.15315,0.15691,4605619.43
2026-05-23,CC/USDT,0.15699,0.15991,0.15434,0.15945,2720929.46
